id,k,w,w/k,area,perimeter,form_factor,neigh_watch_sharp,area_sharp,perimeter_sharp
85023512,5,417.3842210148715,83.4768442029743,0.561888925886517,3.0062531993862613,0.6093398258259431,0,1,1
85000425,1,11.074025512278274,11.074025512278274,0.6402915407632952,3.5871822084467215,0.4152792282631101,0,1,1
84606517,3,668.1752265768496,222.72507552561652,0.7085118739431688,3.5776648725475604,0.5007076942840969,0,1,1
85022833,4,221.54039701188452,55.38509925297113,0.7100148886027985,3.424633293419996,0.5916053743307592,0,1,1
84606820,3,664.3764796876844,221.45882656256148,0.7181106915353467,3.4393387327044955,0.5858016478327019,0,1,1
85022761,2,1396.2111498447807,698.1055749223904,0.72570999127622,3.4523992197406814,0.5967481709152036,1,1,1
85032066,6,662.09456833098,110.34909472183,0.8338931436066199,3.6552219432438866,0.6252250685959246,0,1,1
85000520,6,712.0112633727514,118.66854389545857,0.8529075249937947,3.84019666044819,0.5452671827578215,0,1,1
84607789,8,679.291367473684,84.9114209342105,0.8719219937555487,3.7408722065125803,0.6194468904986384,0,1,1
84606391,8,967.9334858525408,120.9916857315676,0.9233391878119694,4.2277877825974866,0.44528531499271,0,1,1
85032393,1,357.3725556282376,357.3725556282376,0.950551216070823,3.914503174764725,0.6196793722733916,0,1,1
84606767,3,741.9302417004533,247.31008056681776,0.9691124234005513,3.9411514889498065,0.632183881528237,0,1,1
84606970,4,235.32096762062403,58.83024190515601,0.9789649381830325,3.9583481560371148,0.620809066771093,0,1,1
85023101,1,1028.806522952899,1028.806522952899,0.9875226403561234,3.9756088415892608,0.621509609604981,2,1,1
85023521,9,503.4345657881995,55.93717397646661,0.9895309948853744,3.979120444659262,0.6326852724642548,0,1,1
84590348,4,419.4435390460529,104.86088476151322,0.9946249161032457,3.989365211629281,0.632288703726693,0,1,1
62301658,5,891.5086917667129,178.30173835334259,0.999354352943313,4.82091435667645,0.32701522821163326,0,1,1
85032486,2,177.3603558119703,88.68017790598515,1.0030543670130327,4.029017639856839,0.6097894349498763,0,1,1
84607033,6,549.8173266475933,91.63622110793222,1.0041302911169558,4.008336230268314,0.6309494923749648,0,1,1
85023091,4,511.258744565956,127.814686141489,1.0050817386633542,4.010185286085979,0.6331707731929609,0,1,1
85023488,2,221.9227276400355,110.96136382001775,1.0058757850233369,4.009377510100991,0.6276865512211166,0,1,1
84590033,2,192.98747893789115,96.49373946894558,1.007727423808007,4.038699709280571,0.6175952022092883,0,1,1
62301303,6,264.11843243345686,44.019738738909474,1.0133283985342048,4.044227974642325,0.6148212059445273,0,1,1
84606350,3,534.4668177324801,178.1556059108267,1.0157961673999072,4.032395015962607,0.6291907736792784,0,1,1
84606794,4,1051.7008873555274,262.92522183888184,1.0189554165997723,4.038363097986436,0.6306921583769516,0,1,1
85022855,8,345.0884819659701,43.136060245746265,1.020990409467599,4.041940007513424,0.6346015411319302,0,1,1
84607785,4,407.0030389343867,101.75075973359668,1.078103643706168,4.198275198973571,0.6099215993316429,0,1,1
84606868,6,532.9204804034104,88.82008006723505,1.0816915105394123,4.162871737796966,0.6328607350122547,0,1,1
85031861,1,138.0763409075253,138.0763409075253,1.087802917601394,4.212508243426906,0.6085974662025243,0,1,1
84606337,4,1083.004452786494,270.7511131966235,1.099588338697168,4.200663121336417,0.6236399971013481,0,1,1
85023327,1,310.0485883932973,310.0485883932973,1.0996174964346712,4.244643550450832,0.6003441152191584,0,1,1
84606596,3,245.61019882588275,81.87006627529425,1.1003069909549639,4.202180887663394,0.6235672283310131,0,1,1
85022875,4,541.0860344353596,135.2715086088399,1.1012252725602156,4.201019763913453,0.6186912683926139,0,1,1
84607784,3,333.7596875478868,111.25322918262894,1.104091117129889,4.207557245716215,0.6288880989864754,0,1,1
84606241,4,368.57634662313717,92.14408665578429,1.1042682592003625,4.207839852492585,0.6333221874721588,0,1,1
84590099,1,364.64790112036565,364.64790112036565,1.1517085518391268,4.304447510616734,0.6113648945613976,0,1,1
85023238,5,1014.5202630681739,202.90405261363478,1.1853471350646445,4.372764966520614,0.6257838658316561,0,1,1
62308694,5,601.4810112839306,120.29620225678612,1.1874585764140013,4.405673817845449,0.6097838822092935,0,1,1
84607709,4,343.99314460492184,85.99828615123046,1.2017372619056013,4.404707354606325,0.6225168335451939,0,1,1
85031907,3,313.93804805239466,104.64601601746489,1.2114285468637278,4.423629380413679,0.6217739196917939,0,1,1
62338923,6,1003.9491656481697,167.3248609413616,1.2373135355164524,4.60400243103417,0.5524371207660425,0,1,1
62302111,3,224.06298560540793,74.6876618684693,1.2444309401969904,4.870374754101011,0.4520834593281333,0,1,1
62309197,2,440.96566951345824,220.48283475672912,1.2447858021486038,4.48947038987513,0.6210138090410647,0,1,1
85023301,5,276.308533483373,55.26170669667461,1.3074285960963161,4.590630356579983,0.5980886787009554,0,1,1
85000029,1,53.682644020098415,53.682644020098415,1.33182239846692,4.678217429181989,0.5935750449849955,0,1,1
85022685,9,373.3737663753439,41.48597404170488,1.3568163288751527,4.676001951178338,0.6175461251305646,0,1,1
84590836,4,332.9057777611268,83.2264444402817,1.398379194088259,4.731173817385421,0.6308778205626699,0,1,1
62301510,3,621.4863979315098,207.1621326438366,1.400334548743078,4.73773359205321,0.6249730307299503,0,1,1
85022896,4,211.9075273590253,52.976881839756324,1.4049941581169458,4.945411537328233,0.5400690272952157,0,1,1
62340549,4,571.4609961477832,142.8652490369458,1.41882075877791,4.775502697389191,0.6307062169739859,0,1,1
84606257,3,215.56762867291323,71.85587622430441,1.4250223457796698,4.954726991534368,0.5474983147245172,0,1,1
84590286,4,388.114904512826,97.0287261282065,1.4297550434585897,4.799418962300596,0.6251837459278622,0,1,1
62301866,3,315.34044459356545,105.11348153118848,1.4481125306736247,4.806869311436883,0.5914845603637928,0,1,1
62337909,1,682.074506263291,682.074506263291,1.4734599577721288,4.976150431726849,0.5308506877624842,1,1,1
62301259,3,1139.750832316287,379.91694410542897,1.4992607193764498,4.909692601072178,0.6193815406684684,0,1,1
62301839,4,535.1218337550198,133.78045843875495,1.5041846523634952,4.911054726033674,0.6059560736100497,0,1,1
85023440,3,520.9082377528583,173.63607925095278,1.5056111975285025,7.963620969636711,0.14843950171093337,0,1,1
85000286,1,653.497426802346,653.497426802346,1.5089634289240264,5.014736753139502,0.579891948112083,1,1,1
84590958,7,302.96853684270457,43.28121954895779,1.5236607985530761,5.10732154792594,0.5552899236946518,0,1,1
84590575,5,703.2481066140801,140.64962132281602,1.5502099458947562,5.2141406035472535,0.5276230200278869,0,1,1
84590944,3,442.37563245330864,147.45854415110287,1.5585202377798155,5.010381497322038,0.6262928765146675,0,1,1
56054901,3,954.5806616889693,318.19355389632307,1.5614564979495273,5.336274198443636,0.49344140802285086,0,1,1
